[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=6939, length=6, characters=loTail)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:268
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=6977, length=16, characters=loHead:: current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:269
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=6986, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:269
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7021, length=6, characters=loTail)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:270
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7034, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:270
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=7057, length=16, characters=loTail:: current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:271
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7066, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:271
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7109, length=6, characters=hiTail)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:273
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=7147, length=16, characters=hiHead:: current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:274
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7156, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:274
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7191, length=6, characters=hiTail)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:275
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7204, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:275
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=7227, length=16, characters=hiTail:: current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:276
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7236, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:276
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=7255, length=22, characters=current:: current next)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:277
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7265, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:277
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7320, length=6, characters=loTail)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:280
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Collections.ns:281
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Collections.ns, index=7358, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Collections.ns:281
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7365, length=6, characters=loHead)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:281
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7413, length=6, characters=hiTail)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:283
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Collections.ns:284
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Collections.ns, index=7451, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Collections.ns:284
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Collections.ns, index=7455, length=10, characters=oldStorage)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Collections.ns:284
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7476, length=6, characters=hiHead)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:284
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7798, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:300
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7838, length=4, characters=keys)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Collections.ns:301
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7851, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:301
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=7874, length=22, characters=current:: current next)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:302
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=7884, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:302
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8022, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:310
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Collections.ns, index=8062, length=5, characters=block)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Collections.ns:311
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8075, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:311
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=8100, length=22, characters=current:: current next)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:312
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8110, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:312
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8283, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:321
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8323, length=6, characters=values)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Collections.ns:322
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8338, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:322
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Collections.ns, index=8363, length=22, characters=current:: current next)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Collections.ns:323
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Collections.ns, index=8373, length=7, characters=current)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Collections.ns:323
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Collections.ns:334
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Collections.ns, index=8748, length=4, characters=aKey)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Collections.ns:334
[truffle]   rewrite UninitMsgSend(#Value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:21
[truffle]   rewrite UninitializedLexicallyBound@4d910fd6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:21
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:12
[truffle]   rewrite UninitializedLexicallyBound@6b8ca3c8               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Platform.ns:12
[truffle]   rewrite UninitMsgSend(#usingKernel:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:12
[truffle]   rewrite UninitializedReceiverSend@68c72235                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:12
[truffle]   rewrite UninitMsgSend(#initializer`usingKernel:)           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:21
[truffle]   rewrite UninitializedLexicallyBound@10959ece               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:21
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:21
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Collections.ns:21
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:22
[truffle]   rewrite UninitializedReceiverSend@3a6bb9bf                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Collections.ns:22
[truffle]   rewrite UninitMsgSend(#Pair)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:23
[truffle]   rewrite UninitializedReceiverSend@34f7cfd9                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Collections.ns:23
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:653
[truffle]   rewrite UninitializedLexicallyBound@65f095f8               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Kernel.ns:653
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:24
[truffle]   rewrite UninitializedReceiverSend@59af0466                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Collections.ns:24
[truffle]   rewrite UninitializedNode(SourceSection(source=Collections.ns, index=1119, length=160, characters=| private Array  = kernel Array.\n  private Pair   = kernel Pair.\n  private Vector = kernel Vector.\n  private initialSize = 10.\n  private initialCapacity = 16.\n|)) |From M IsValueCheckNode$UninitializedNode     |To M IsValueCheckNode$ValueCheckNode        |Reason unknown at Collections.ns:22
[truffle]   rewrite UninitMsgSend(#load:nextTo:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:13
[truffle]   rewrite UninitializedReceiverSend@55536d9e                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:13
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=2632, length=9, characters=predicate)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:47
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=2668, length=5, characters=build)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:48
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:48
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:65
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:81
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=3415, length=1, characters=f)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:82
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:82
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:90
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:104
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:105
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:114
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:113
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:114
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=4259, length=4, characters=cltn)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:115
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:115
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:115
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=4546, length=1, characters=f)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Streams.ns:130
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:131
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:128
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:129
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=4546, length=1, characters=f)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:130
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:131
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:141
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:141
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:142
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=4919, length=7, characters=f value)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Streams.ns:149
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=4919, length=1, characters=f)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Streams.ns:149
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:148
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=4919, length=7, characters=f value)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Streams.ns:149
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=4919, length=1, characters=f)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:149
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:150
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:150
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:151
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:156
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=5223, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Streams.ns:162
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:160
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:161
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=5204, length=1, characters=o)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:161
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=5223, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Streams.ns:162
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=6496, length=4, characters=cltn)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:213
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:213
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:213
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=6753, length=4, characters=cltn)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:224
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:224
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:224
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=7139, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:236
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:236
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:236
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=7180, length=6, characters=offset)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:236
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:236
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:248
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:249
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:281
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=8104, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:281
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=8118, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Streams.ns:282
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:280
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:280
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=8071, length=1, characters=o)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:280
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:281
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:281
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=8118, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Streams.ns:282
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:292
